"lfdn";"external_lfdn";"tester";"dispcode";"lastpage";"quality";"duration";"p_0001";"browser";"referer";"device_type";"quota";"quota_assignment";"quota_rejected_id";"page_history";"hflip";"vflip";"output_mode";"javascript";"flash";"session_id";"language";"cleaned";"ats";"datetime";"date_of_last_access";"date_of_first_mail";"v_2889";"v_2890";"v_2891";"v_2892";"v_1752";"v_1751";"v_1749";"v_1750";"v_1747";"v_1748";"v_1753";"v_1762";"v_2937";"v_2938";"dupl1_v_69";"v_71";"v_2851";"v_2852";"v_2853";"v_2854";"v_2855";"v_2856";"v_1709";"v_1710";"v_1711";"v_1712";"v_1713";"v_1714";"v_1715";"v_1717";"v_1718";"v_1720";"v_1722";"v_1724";"v_1726";"v_1728";"v_1730";"v_1732";"v_1734";"v_1707";"v_1719";"v_2894";"v_2895";"v_2896";"v_2897";"v_2898";"v_2899";"v_2900";"v_2901";"v_2902";"v_2903";"v_2904";"v_2905";"v_2906";"v_2907";"v_2908";"v_2909";"v_2910";"v_2911";"v_2918";"v_2702";"v_2703";"v_2704";"v_2705";"v_2706";"v_2707";"v_2708";"v_2709";"v_2710";"v_2711";"v_2712";"v_2713";"v_2714";"v_2715";"v_2716";"v_2717";"v_2718";"v_2719";"v_2720";"v_2721";"v_2722";"v_2723";"v_2724";"v_2725";"v_2726";"v_2727";"v_2728";"v_2729";"v_2730";"v_2731";"v_2732";"v_2733";"v_2734";"v_2735";"v_2736";"v_2737";"v_2738";"v_2739";"v_2740";"v_2741";"v_2742";"v_2743";"v_2744";"v_2745";"v_2746";"v_2747";"v_2748";"v_2749";"v_2750";"v_2751";"v_2752";"v_2753";"v_2754";"v_2755";"v_2756";"v_2757";"v_2758";"v_2759";"v_2760";"v_2761";"v_2762";"v_2763";"v_2764";"v_2765";"v_2766";"v_2767";"v_2768";"v_2769";"v_2770";"v_2771";"v_2772";"v_2773";"v_2774";"v_2775";"v_2776";"v_2777";"v_2778";"v_2779";"v_2780";"v_2781";"v_2782";"v_2783";"v_2785";"v_2787";"v_2789";"v_2791";"v_2793";"v_2795";"v_2797";"v_2799";"v_2784";"v_2786";"v_2788";"v_2790";"v_2792";"v_2794";"v_2796";"v_2798";"v_2800";"v_2801";"v_2802";"v_2803";"v_2804";"v_2805";"v_2806";"v_2807";"v_2808";"v_2809";"v_1573";"v_1574";"v_1575";"v_2936";"v_2919";"v_1588";"v_1589";"v_1590";"v_1591";"v_1592";"v_1593";"v_1594";"v_1595";"v_2934";"v_1599";"v_1600";"v_1601";"v_1577";"v_1578";"v_1579";"v_2922";"v_2923";"v_2924";"v_2925";"v_2926";"v_2927";"v_2928";"v_2929";"v_1596";"v_1597";"v_1598";"v_1625";"v_1626";"v_1627";"v_1628";"v_1629";"v_1630";"v_1631";"v_1632";"v_1633";"v_1634";"v_1635";"v_1754";"v_2884";"v_2885";"v_2886";"v_2887";"v_1642";"v_1643";"v_1644";"v_1645";"v_1646";"v_1647";"v_2931";"v_2932";"v_2933";"v_1658";"v_1659";"v_1660";"v_1661";"v_1662";"v_1663";"v_1664";"v_1665";"v_2920";"rts7288964";"rts7288965";"rts7288966";"rts7288969";"rts7288970";"rts7288971";"rts7288972";"rts7288973";"rts7288974";"rts7288975";"rts7288976";"rts7288977";"rts7288978";"rts7288979";"rts7288980";"rts7288981";"rts7288982";"rts7288983";"rts7288986";"rts7288987";"rts7288988";"rts7288989";"rts7288990"
1045;0;0;31;7288991;-77;762;"250636306";"Mozilla/5.0 (Linux; Android 10; SM-N960F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Mobile Safari/537.36";"https://spectrumsurveys.com/";0;6;"6,1,4";0;"7288964,7288965,7288966,7288967,7288969,7288970,7288971,7288972,7288973,7288974,7288975,7288976,7288977,7288978,7288979,7288980,7288981,7288982,7288983,7288984,7288986,7288987,7288988,7288989,7288990,7288991";1;1;0;-77;-77;"bf68cd01b29e3b06c664b67aad9063d8";1;0;1676911837;"20.02.2023 16:50";"20.02.2023 17:03";"0000-00-00 00:00:00";1;1;1;1;2;39;5;"-99";10;"Vollbeschäftigt";6;3;3;"-99";1;3;2;2;3;3;2;2;3;5;5;5;4;5;5;5;5;5;5;5;5;3;4;4;5;0;"-99";-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;"-66";-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;4;3;3;3;"-99";1;0;0;0;0;0;0;0;0;2;4;5;1;1;2;3;2;2;4;2;4;2;3;1;1;1;2;2;3;2;4;3;5;4;2;3;2;1;2;2;2;3;3;3;3;3;4;4;5;5;3;2;1;3;5;4;5;5;2;"-99";4;28;127;129;169;239;242;245;249;251;297;320;325;327;340;381;438;531;565;634;711;759;762
1048;0;0;31;7288991;-77;823;"250656308";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36";"https://spectrumsurveys.com/";0;8;"8,3,2";0;"7288964,7288965,7288966,7288967,7288969,7288970,7288971,7288972,7288973,7288974,7288975,7288976,7288977,7288978,7288979,7288980,7288981,7288982,7288983,7288984,7288986,7288987,7288988,7288989,7288990,7288991";1;1;0;-77;-77;"2fa14c5ff4d414dc194c22d03b0a450d";1;0;1676911962;"20.02.2023 16:52";"20.02.2023 17:06";"0000-00-00 00:00:00";1;1;1;1;1;60;2;"-99";1;"-99";3;1;3;"-99";6;7;2;1;1;1;1;3;2;4;2;3;5;1;3;4;4;4;3;4;2;2;4;2;4;6;"-99";-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;"-66";1;1;1;1;3;1;2;3;2;2;2;3;1;2;3;1;2;-77;1;1;3;1;3;1;2;3;3;2;1;3;1;1;3;1;2;-77;1;2;1;1;3;2;2;3;3;2;2;3;2;3;3;2;2;-77;1;1;1;1;3;1;3;2;3;2;2;2;1;1;2;1;2;-77;3;3;3;2;3;3;2;2;2;3;3;3;3;3;3;2;3;-77;1;2;2;1;3;1;2;3;3;2;2;3;1;1;3;1;2;-77;2;1;3;2;"-99";1;1;0;0;0;0;0;0;0;1;3;2;3;1;2;2;1;2;3;3;2;1;3;1;2;3;3;3;3;3;3;3;3;3;1;1;1;1;1;1;1;1;1;2;1;1;2;2;3;2;3;1;1;5;5;1;1;3;1;"-99";64;74;92;96;120;191;194;197;422;425;469;496;499;502;555;585;641;694;706;749;797;820;823
1049;0;0;31;7288991;-77;1986;"63985408";"Mozilla/5.0 (Linux; Android 12; SM-G973F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Mobile Safari/537.36";"https://norstatsurveys.com/";0;6;"6,3,2";0;"7288964,7288965,7288966,7288967,7288969,7288970,7288971,7288971,7288971,7288971,7288972,7288973,7288974,7288974,7288974,7288975,7288976,7288977,7288978,7288979,7288980,7288981,7288982,7288983,7288984,7288986,7288987,7288987,7288987,7288988,7288989,7288990,7288991";1;0;0;-77;-77;"e2fc273aa4aba518f7f7cf05a29cd179";1;0;1676911968;"20.02.2023 16:52";"20.02.2023 17:25";"0000-00-00 00:00:00";1;1;1;1;1;39;2;"-99";1;"-99";1;3;3;"-99";2;5;1;1;1;5;1;2;3;6;4;4;6;4;5;6;1;4;4;5;4;5;5;3;5;6;"-99";-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;"-66";1;-77;1;2;-77;3;2;-77;2;3;2;3;2;1;3;1;1;-77;1;-77;4;3;-77;1;2;-77;4;2;2;3;1;1;4;1;3;-77;1;-77;1;2;-77;3;3;-77;5;3;3;3;2;3;3;2;3;-77;1;-77;1;3;-77;3;2;-77;3;2;3;2;2;2;2;1;1;-77;3;-77;5;5;-77;3;3;-77;1;4;3;3;5;3;5;1;5;-77;1;-77;1;3;-77;2;2;-77;4;3;3;3;1;1;3;1;1;-77;1;1;1;3;"-99";1;0;0;0;1;0;1;0;0;1;5;5;1;1;1;2;1;1;1;1;5;1;2;1;2;1;3;3;3;1;5;5;5;2;3;1;2;1;5;1;3;5;2;3;2;2;3;2;4;3;3;1;1;5;1;1;1;5;1;"-99";8;22;59;64;100;239;244;247;774;783;881;907;910;916;931;962;1021;1098;1140;1881;1948;1982;1986
1052;0;0;31;7288991;-77;492;"250686311";"Mozilla/5.0 (Linux; Android 12; SM-A525F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Mobile Safari/537.36";"https://spectrumsurveys.com/";0;7;"7,3,2";0;"7288964,7288965,7288966,7288967,7288969,7288970,7288971,7288972,7288973,7288974,7288975,7288976,7288977,7288978,7288979,7288980,7288981,7288982,7288983,7288984,7288986,7288987,7288988,7288989,7288990,7288991";1;1;0;-77;-77;"1bf20e9eb1ac92398c8b3a0972ec08f9";1;0;1676912381;"20.02.2023 16:59";"20.02.2023 17:07";"0000-00-00 00:00:00";1;1;1;1;1;47;3;"-99";1;"-99";1;3;1;"-99";2;3;1;3;1;1;1;3;4;5;4;6;6;6;6;6;6;6;6;6;4;6;6;6;6;0;"-99";-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;"-66";-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;7;7;7;2;"Nein";0;0;0;0;0;0;0;0;1;5;3;3;1;1;3;3;3;1;3;3;1;3;4;3;3;5;3;1;4;5;2;1;1;1;1;1;1;1;2;3;3;3;5;5;3;5;5;5;5;5;5;3;3;1;1;3;1;3;1;"Nein, danke";8;27;64;70;95;155;158;162;167;179;198;225;231;233;244;270;309;363;387;428;465;483;492
1055;0;0;31;7288991;-77;2081;"250716314";"Mozilla/5.0 (Linux; Android 5.0.2; LG-D405) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.74 Mobile Safari/537.36";"https://spectrumsurveys.com/";0;7;"7,1,4";0;"7288964,7288965,7288966,7288967,7288969,7288970,7288971,7288972,7288973,7288974,7288975,7288976,7288977,7288978,7288979,7288980,7288981,7288982,7288983,7288984,7288986,7288987,7288988,7288989,7288989,7288989,7288990,7288991";1;1;0;-77;-77;"a3597564a7a302fdf3c1f00ac24413ba";1;0;1676912629;"20.02.2023 17:03";"20.02.2023 17:38";"0000-00-00 00:00:00";1;1;1;1;2;45;4;"-99";6;"-99";7;1;6;"Hauseigentum";3;4;1;2;1;2;1;2;4;6;4;4;3;4;5;4;3;5;5;5;4;3;6;4;6;6;"-99";-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;"-66";-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;2;3;4;1;"-99";1;1;1;0;1;0;0;0;0;1;3;4;2;1;2;2;1;3;1;3;4;1;3;3;1;2;4;3;5;3;5;4;5;4;2;2;2;1;4;4;4;4;2;3;2;2;2;1;5;5;5;1;1;5;3;1;1;2;1;"-99";11;41;82;97;177;331;339;348;354;385;497;545;551;560;597;765;1026;1258;1491;1663;1906;2073;2081
1059;0;0;31;7288991;-77;754;"250756318";"Mozilla/5.0 (iPhone; CPU iPhone OS 16_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148";"https://spectrumsurveys.com/";0;6;"6,1,3";0;"7288964,7288965,7288966,7288967,7288969,7288970,7288971,7288972,7288973,7288974,7288975,7288976,7288977,7288978,7288979,7288980,7288981,7288982,7288983,7288984,7288986,7288987,7288988,7288989,7288989,7288989,7288990,7288991";1;1;0;-77;-77;"b7c4e4b38596663118188b1a3f34606d";1;0;1676912946;"20.02.2023 17:09";"20.02.2023 17:21";"0000-00-00 00:00:00";1;1;1;1;1;36;4;"-99";1;"-99";8;1;6;"Einfamilienhaus";2;4;1;2;1;3;1;3;3;2;4;4;4;4;4;6;5;3;3;4;3;2;1;4;2;1;"Smarter Geschirrspüler";-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;2;-77;-77;3;"-99";1;1;2;3;3;2;3;-77;4;2;3;3;2;1;1;3;1;1;2;4;3;3;3;2;2;-77;3;2;2;3;2;1;4;2;2;2;2;2;2;3;3;2;3;-77;2;2;2;3;3;2;3;2;2;2;1;1;2;1;3;1;2;-77;2;1;1;3;1;3;1;2;1;1;3;1;3;2;3;1;1;-77;1;1;2;3;2;3;1;3;2;1;1;1;2;3;3;2;2;-77;3;2;2;2;1;1;3;2;2;3;2;6;5;1;"-99";1;0;0;0;1;1;0;0;0;1;5;5;1;3;2;1;1;3;1;3;3;1;3;2;3;4;2;3;3;2;4;4;4;4;3;2;4;1;3;2;1;3;2;2;2;2;2;3;3;3;5;1;1;5;3;1;1;3;1;"-99";5;14;34;36;63;137;150;152;383;386;444;476;478;479;491;523;559;615;640;671;709;752;754
1062;0;0;31;7288991;-77;680;"250786321";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36";"https://spectrumsurveys.com/";0;8;"8,3,2";0;"7288964,7288965,7288966,7288967,7288969,7288970,7288971,7288972,7288973,7288974,7288975,7288976,7288977,7288978,7288979,7288980,7288981,7288982,7288983,7288984,7288986,7288987,7288988,7288989,7288990,7288991";0;0;0;-77;-77;"dc47a1de85af57ce58aaa2fae1174023";1;0;1676913170;"20.02.2023 17:12";"20.02.2023 17:24";"0000-00-00 00:00:00";1;1;1;1;1;51;2;"-99";2;"-99";1;3;1;"-99";2;3;1;1;1;1;2;1;3;4;3;2;4;4;4;2;3;4;4;4;2;3;3;4;2;6;"-99";-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;"-66";-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;3;4;4;1;"nein";1;1;0;1;0;0;1;0;0;2;1;1;1;1;2;2;2;1;2;3;3;1;2;1;2;3;2;2;3;2;3;4;2;3;3;3;3;1;1;1;1;2;1;1;1;1;1;2;2;2;2;1;1;4;5;1;1;5;1;"nein";8;20;50;59;84;140;149;155;160;168;210;233;244;247;264;304;376;460;489;533;640;673;680
1063;0;0;31;7288991;-77;1232;"72116221";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36 Edg/110.0.1587.41";"https://norstatsurveys.com/";0;7;"7,4,2";0;"7288964,7288965,7288966,7288967,7288969,7288970,7288971,7288972,7288973,7288974,7288975,7288976,7288976,7288977,7288978,7288979,7288980,7288981,7288982,7288983,7288984,7288986,7288987,7288988,7288989,7288990,7288991";0;1;0;-77;-77;"caef70d481b3a9b1f3d3fa34c7d6f8bc";1;0;1676913174;"20.02.2023 17:12";"20.02.2023 17:33";"0000-00-00 00:00:00";1;1;1;1;2;47;3;"-99";1;"-99";3;3;3;"-99";1;4;1;2;1;1;2;3;2;3;2;2;1;4;3;1;2;4;3;4;2;2;3;2;3;0;"-99";-77;-77;-77;-77;12;-77;-77;12;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;"-99";2;2;2;1;1;2;2;1;2;2;2;2;1;1;2;1;1;0;2;1;3;3;2;1;3;4;3;2;2;2;1;1;3;1;1;0;2;3;1;4;3;5;4;4;4;5;3;4;4;2;3;3;4;0;3;2;2;2;4;1;2;1;4;1;2;1;1;3;1;3;1;0;3;4;4;3;4;3;1;2;1;3;4;3;4;4;4;3;4;0;1;3;1;3;3;1;1;2;1;1;1;2;1;1;2;1;1;0;2;5;2;1;"-99";1;0;1;0;0;1;0;0;0;3;1;2;1;2;2;3;1;2;1;1;3;2;2;3;2;3;2;3;3;1;3;3;3;3;1;1;1;1;1;4;1;3;2;2;2;2;3;2;3;3;3;1;2;5;4;2;1;5;1;"-99";17;38;77;86;122;207;233;238;600;680;734;763;766;775;806;862;934;1028;1069;1134;1202;1228;1232
1064;0;0;31;7288991;-77;923;"66565666";"Mozilla/5.0 (Linux; Android 7.1.1; SM-J510FN Build/NMF26X; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/110.0.5481.65 Mobile Safari/537.36 NorstatApp/4.4.0";"https://norstatsurveys.com/";0;6;"6,3,2";0;"7288964,7288965,7288966,7288967,7288969,7288970,7288971,7288972,7288973,7288974,7288975,7288976,7288977,7288978,7288979,7288980,7288981,7288982,7288983,7288984,7288986,7288987,7288988,7288989,7288990,7288991";0;0;0;-77;-77;"cedef21315ed44ecc8f22ef26667bcc2";1;0;1676913221;"20.02.2023 17:13";"20.02.2023 17:29";"0000-00-00 00:00:00";1;1;1;1;1;34;2;"-99";5;"-99";2;3;2;"-99";3;3;1;1;1;1;1;1;2;5;3;2;6;2;4;2;4;4;3;4;6;2;2;4;3;0;"-99";-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;"-66";-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;3;3;3;3;"-99";1;1;1;0;0;1;0;0;0;1;5;5;1;1;1;4;2;5;1;4;1;1;4;1;5;5;1;3;3;2;5;5;5;5;2;2;3;1;3;3;3;3;2;3;1;2;4;2;5;5;5;2;2;5;1;2;3;4;1;"-99";13;25;65;70;96;230;237;242;245;250;308;337;343;346;362;426;542;720;775;826;893;918;923
1067;0;0;31;7288991;-77;1029;"70626072";"Mozilla/5.0 (Linux; Android 13; SM-G781B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Mobile Safari/537.36";"https://norstatsurveys.com/";0;8;"8,4,2";0;"7288964,7288965,7288966,7288967,7288969,7288970,7288971,7288972,7288973,7288974,7288975,7288976,7288977,7288978,7288979,7288980,7288981,7288982,7288983,7288984,7288986,7288987,7288988,7288989,7288989,7288989,7288990,7288991";1;0;0;-77;-77;"3d36c9bc5b8a081b4139b3d7ec40d0be";1;0;1676913381;"20.02.2023 17:16";"20.02.2023 17:33";"0000-00-00 00:00:00";1;1;1;1;2;51;2;"-99";1;"-99";7;1;6;"-99";3;4;1;2;1;1;4;1;2;6;3;2;6;3;4;2;2;4;3;4;3;2;5;4;5;0;"-99";-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;"-66";-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;4;4;4;3;"-99";1;1;1;1;0;1;1;0;0;1;4;5;2;3;2;2;3;3;2;2;1;1;1;1;2;5;2;2;2;1;4;4;5;5;2;2;4;1;1;3;1;3;1;2;1;2;2;2;3;3;2;1;2;5;1;1;2;1;1;"War gut ";6;18;73;81;113;204;211;214;216;222;261;289;293;298;329;415;479;650;694;799;918;1015;1029
1070;0;0;31;7288991;-77;1268;"250836326";"Mozilla/5.0 (iPhone; CPU iPhone OS 15_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148";"https://spectrumsurveys.com/";0;6;"6,1,3";0;"7288964,7288965,7288966,7288967,7288969,7288970,7288971,7288972,7288973,7288974,7288975,7288976,7288977,7288978,7288979,7288980,7288981,7288982,7288983,7288984,7288986,7288987,7288988,7288989,7288990,7288991";0;0;0;-77;-77;"32369844ed99dd80056f629936e85b00";1;0;1676913840;"20.02.2023 17:24";"20.02.2023 17:45";"0000-00-00 00:00:00";1;1;1;1;1;37;4;"-99";1;"-99";2;3;2;"-99";5;7;1;1;1;1;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;2;2;6;"-99";-77;-77;-77;-77;-77;3;-77;-77;-77;-77;-77;-77;-77;-77;2;-77;-77;-77;"Nein";3;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;-77;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;-77;3;1;1;3;3;1;1;2;4;5;4;3;4;5;3;4;4;-77;3;1;2;1;3;2;1;1;1;1;1;2;1;1;1;3;1;-77;3;3;1;1;3;1;1;1;1;1;1;2;3;4;1;3;3;-77;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;-77;2;6;4;3;"-99";1;1;1;1;1;1;1;1;0;1;5;3;1;3;1;1;1;2;1;1;4;1;2;1;2;1;2;2;2;1;3;2;2;3;3;2;2;1;2;3;3;4;1;1;1;2;1;3;1;1;2;1;1;1;1;1;1;2;2;"-99";9;35;443;447;472;567;593;603;915;921;972;1002;1005;1007;1018;1057;1106;1153;1188;1217;1239;1264;1268
1072;0;0;31;7288991;-77;710;"250856328";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36 Edg/110.0.1587.49";"https://spectrumsurveys.com/";0;8;"8,4,2";0;"7288964,7288965,7288966,7288967,7288969,7288970,7288971,7288972,7288973,7288974,7288975,7288976,7288977,7288978,7288979,7288980,7288981,7288982,7288983,7288984,7288986,7288987,7288988,7288989,7288990,7288991";0;1;0;-77;-77;"c06299bfd4b17d60ed3780d3b85c78f9";1;0;1676913924;"20.02.2023 17:25";"20.02.2023 17:37";"0000-00-00 00:00:00";1;1;1;1;2;53;2;"-99";1;"-99";3;1;6;"Mein Eigentum";4;7;3;3;2;3;2;3;3;4;3;4;4;3;6;5;4;4;4;4;5;4;6;4;4;0;"-99";-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;"-66";-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;4;3;4;2;"-99";1;0;0;0;1;0;0;0;0;3;4;4;3;3;3;3;3;3;3;3;3;3;3;3;2;4;4;3;3;2;4;4;4;4;2;2;3;1;3;3;3;3;2;3;2;2;4;3;4;4;4;2;2;4;4;2;2;4;2;"-99";11;31;61;66;98;192;199;203;206;210;261;283;286;293;310;353;405;489;508;577;650;708;710
1073;0;0;31;7288991;-77;535;"67395749";"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/110.0";"https://norstatsurveys.com/";0;8;"8,1,4";0;"7288964,7288965,7288966,7288967,7288969,7288970,7288971,7288972,7288973,7288974,7288975,7288976,7288977,7288978,7288979,7288980,7288981,7288982,7288983,7288984,7288986,7288987,7288988,7288989,7288990,7288991";0;0;0;-77;-77;"5d52ea731651fd158ce3165686ab59f2";1;0;1676913940;"20.02.2023 17:25";"20.02.2023 17:34";"0000-00-00 00:00:00";1;1;1;1;2;57;4;"-99";1;"-99";1;3;1;"-99";1;11;2;3;2;2;1;3;6;6;6;5;6;6;6;4;6;6;6;6;4;6;6;6;4;6;"-99";-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;"-66";-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;1;2;5;1;"-99";0;1;0;0;0;0;0;0;0;1;5;5;1;1;1;1;2;3;2;3;3;1;5;2;2;3;2;2;3;1;4;4;2;4;4;5;5;1;3;4;2;3;2;3;2;2;3;4;5;5;5;3;1;5;2;3;2;4;3;"-99";11;23;54;61;82;131;138;141;147;153;211;230;235;239;249;281;332;393;422;472;516;532;535
